order_id,order_date,product_category,product_name,quantity,unit_price,revenue,region,customer_segment,discount_pct,returned
ORD-0295,2023-04-07,Home & Garden,Rug,6,138.36,705.64,West,Consumer,0.15,0
ORD-0296,2023-09-17,Books,Novel,1,260.06,244.46,West,Consumer,0.06,0
ORD-0297,2023-07-04,Clothing,Jacket,4,419.3,1526.25,South,Corporate,0.09,0
ORD-0298,2023-08-31,Electronics,Laptop,4,189.37,598.41,Central,Home Office,0.21,0
ORD-0299,2023-04-20,Electronics,Tablet,1,196.35,184.57,South,Home Office,0.06,0
ORD-0300,2023-01-05,Books,Python Guide,1,239.68,227.7,South,Corporate,0.05,0
ORD-0301,2023-06-04,Home & Garden,Rug,7,426.54,2508.06,Central,Home Office,0.16,0
ORD-0302,2023-02-02,Home & Garden,Plant,10,306.48,2758.32,East,Corporate,0.1,0
ORD-0303,2023-11-04,Home & Garden,Table,,261.06,720.53,West,Home Office,0.08,0
ORD-0304,2023-10-26,Sports,Tennis Racket,5,453.92,1951.86,Central,Consumer,0.14,0
ORD-0305,2023-10-13,Sports,Tennis Racket,9,153.6,1299.46,South,Corporate,0.06,1
ORD-0306,2023-06-07,Books,Data Science,6,328.95,1815.8,West,Corporate,0.08,0
ORD-0307,2023-02-06,Electronics,Headphones,1,433.86,347.09,West,Consumer,0.2,0
ORD-0308,2023-06-25,Home & Garden,Rug,1,436.07,414.27,West,Home Office,0.05,0
ORD-0309,2023-01-30,Clothing,T-Shirt,8,169.65,882.18,North,Corporate,0.35,0
ORD-0310,2023-08-08,Clothing,Dress,2,69.06,117.4,West,Corporate,0.15,1
ORD-0311,2023-05-08,Electronics,Tablet,9,99.34,679.49,South,Home Office,0.24,0
ORD-0312,2023-05-29,Books,History,5,87.67,311.23,West,Home Office,0.29,0
ORD-0313,2023-07-26,Clothing,Jeans,8,182.83,1360.26,North,Consumer,0.07,0
ORD-0314,2023-01-20,Electronics,Monitor,,88.65,694.13,West,Home Office,0.13,0
ORD-0315,2023-03-05,Electronics,Laptop,1,28.88,27.72,Central,Corporate,0.04,0
ORD-0316,2023-11-07,Electronics,Tablet,7,332.52,1792.28,South,Corporate,0.23,0
ORD-0317,2023-05-15,Electronics,Tablet,2,393.46,653.14,Central,Consumer,0.17,0
ORD-0318,2023-01-07,Books,Cookbook,4,345.66,1147.59,North,Consumer,0.17,0
ORD-0319,2023-04-29,Electronics,Monitor,2,363.16,697.27,West,Corporate,0.04,0
ORD-0320,2023-02-18,Electronics,Tablet,6,401.79,2145.56,North,Consumer,0.11,0
ORD-0321,2023-06-25,Home & Garden,Rug,10,137.81,1019.79,South,Consumer,0.26,0
ORD-0322,2023-12-23,Sports,Bike Helmet,7,326.18,1643.95,North,Consumer,0.28,1
ORD-0323,2023-12-17,Books,Cookbook,3,307.6,673.64,South,Corporate,0.27,0
ORD-0324,2023-09-26,Electronics,Laptop,5,329.21,1646.05,Central,Home Office,0.0,0
ORD-0325,2023-05-08,Home & Garden,Plant,9,345.68,2426.67,West,Corporate,0.22,0
ORD-0326,2023-08-29,Books,History,1,10.76,7.21,West,Consumer,0.33,1
ORD-0327,2023-05-01,Home & Garden,Chair,9,115.24,798.61,North,Corporate,0.23,0
ORD-0328,2023-02-22,Sports,Bike Helmet,6,63.76,317.52,West,Corporate,0.17,1
ORD-0329,2023-08-22,Books,History,5,445.6,1782.4,East,Corporate,0.2,0
ORD-0330,2023-08-20,Home & Garden,Plant,10,301.98,2264.85,North,Consumer,0.25,0
ORD-0331,2023-09-10,Home & Garden,Plant,9,190.08,1642.29,South,Home Office,0.04,0
ORD-0332,2023-04-08,Clothing,Jacket,2,465.46,,East,Consumer,0.14,0
ORD-0333,2023-09-13,Books,Python Guide,8,231.41,1462.51,North,Home Office,0.21,0
ORD-0334,2023-03-30,Books,Cookbook,9,391.64,2396.84,South,Consumer,0.32,0
ORD-0335,2023-05-21,Books,Cookbook,7,489.85,2331.69,West,Corporate,0.32,0
ORD-0336,2023-12-31,Sports,Shoes,9,152.96,1032.48,Central,Home Office,0.25,0
ORD-0337,2023-03-01,Home & Garden,Table,3,254.43,580.1,East,Home Office,0.24,0
ORD-0338,2023-07-15,Sports,Shoes,5,439.35,16329.56,South,Consumer,0.15,0
ORD-0339,2023-04-15,Clothing,Jeans,5,77.48,379.65,Central,Consumer,0.02,0
ORD-0340,2023-12-23,Books,Data Science,9,197.5,1457.55,East,Home Office,0.18,0
ORD-0341,2023-08-15,Home & Garden,Plant,1,11.42,10.39,South,Home Office,0.09,0
ORD-0342,2023-04-01,Books,History,4,389.19,1027.46,North,Consumer,0.34,0
ORD-0343,2023-05-11,Electronics,Headphones,,280.52,1332.47,North,Corporate,0.05,0
ORD-0344,2023-06-04,Home & Garden,Plant,1,387.96,302.61,West,Home Office,0.22,0
ORD-0345,2023-10-06,Books,Data Science,3,262.7,567.43,Central,Corporate,0.28,1
ORD-0346,2023-09-01,Home & Garden,Lamp,6,150.32,604.29,Central,Home Office,0.33,1
ORD-0347,2023-02-28,Books,History,4,479.65,1458.14,West,Corporate,0.24,0
ORD-0348,2023-04-09,Home & Garden,Plant,9,225.55,1989.35,East,Home Office,0.02,1
ORD-0349,2023-04-20,Books,History,1,315.33,293.26,West,Consumer,0.07,0
ORD-0350,2023-02-07,Sports,Yoga Mat,3,16.76,37.71,North,Consumer,0.25,0
ORD-0351,2023-01-09,Clothing,Jeans,7,197.08,,West,Home Office,0.22,1
ORD-0352,2023-02-24,Electronics,Monitor,1,351.94,341.38,East,Home Office,0.03,0
ORD-0353,2023-04-23,Sports,Bike Helmet,7,411.95,2854.81,South,Home Office,0.01,0
ORD-0354,2023-03-14,Clothing,Jeans,6,478.91,2873.46,North,Consumer,0.0,1
ORD-0355,2023-07-31,Electronics,Tablet,4,375.41,1021.12,Central,Consumer,0.32,0
ORD-0356,2023-10-09,Clothing,T-Shirt,3,337.13,809.11,West,Home Office,0.2,0
ORD-0357,2023-12-02,Electronics,Phone,10,246.16,2166.21,South,Consumer,0.12,0
ORD-0358,2023-10-17,Sports,Bike Helmet,6,310.09,1655.88,Central,Corporate,0.11,0
ORD-0359,2023-07-04,Home & Garden,Table,4,357.54,1115.52,South,Home Office,0.22,0
ORD-0360,2023-05-24,Home & Garden,Lamp,8,278.08,2091.16,South,Home Office,0.06,0
ORD-0361,2023-10-30,Electronics,Laptop,9,317.66,2058.44,South,Consumer,0.28,0
ORD-0362,2023-05-29,Sports,Dumbbell,6,199.29,825.06,South,Corporate,0.31,0
ORD-0363,2023-03-23,Electronics,Phone,10,343.66,2508.72,South,Home Office,0.27,0
ORD-0364,2023-07-09,Sports,Tennis Racket,1,113.32,94.06,South,Consumer,0.17,0
ORD-0365,2023-02-22,Sports,Bike Helmet,8,441.37,3495.65,Central,Home Office,0.01,0
ORD-0366,2023-02-09,Books,History,3,191.45,499.68,Central,Corporate,0.13,0
ORD-0367,2023-08-14,Home & Garden,Lamp,8,397.37,31090.91,South,Consumer,0.31,1
ORD-0368,2023-08-01,Clothing,Jacket,6,303.0,1290.78,East,Home Office,0.29,1
ORD-0369,2023-03-24,Books,Data Science,7,16.11,110.51,South,Home Office,0.02,0
ORD-0370,2023-11-23,Clothing,Jeans,3,260.74,672.71,North,Home Office,0.14,0
ORD-0371,2023-07-30,Clothing,Dress,10,496.42,3474.94,Central,Consumer,0.3,0
ORD-0372,2023-10-30,Books,Novel,,363.47,959.56,North,Consumer,0.12,0
ORD-0373,2023-11-11,Books,History,7,414.12,2290.08,Central,Consumer,0.21,0
ORD-0374,2023-12-14,Electronics,Headphones,3,451.48,15978.32,West,Home Office,0.19,0
ORD-0375,2023-12-23,Sports,Dumbbell,8,395.83,2754.98,Central,Consumer,0.13,0
ORD-0376,2023-12-30,Electronics,Tablet,10,439.0,3775.4,North,Home Office,0.14,0
ORD-0377,2023-05-10,Clothing,Jeans,7,184.32,1225.73,East,Home Office,0.05,0
ORD-0378,2023-10-14,Sports,Dumbbell,7,278.29,1558.42,Central,Corporate,0.2,0
ORD-0379,2023-03-24,Sports,Dumbbell,2,375.17,630.29,North,Consumer,0.16,0
ORD-0380,2023-03-16,Books,Python Guide,3,197.61,462.41,West,Home Office,0.22,0
ORD-0381,2023-12-02,Electronics,Monitor,1,363.62,243.63,Central,Corporate,0.33,0
ORD-0382,2023-09-23,Clothing,Dress,8,10.3,57.68,East,Consumer,0.3,1
ORD-0383,2023-03-22,Clothing,Shoes,3,338.64,883.85,North,Corporate,0.13,0
ORD-0384,2023-10-09,Books,Data Science,9,12.61,85.12,East,Home Office,0.25,0
ORD-0385,2023-01-03,Home & Garden,Table,10,481.71,4046.36,East,Consumer,0.16,0
ORD-0386,2023-10-22,Home & Garden,Lamp,2,402.46,539.3,East,Home Office,0.33,0
ORD-0387,2023-09-04,Clothing,Jeans,8,342.39,1889.99,North,Corporate,0.31,1
ORD-0388,2023-05-08,Clothing,Jeans,7,477.95,37928.58,East,Consumer,0.18,0
ORD-0389,2023-04-04,Books,Data Science,8,160.37,1180.32,South,Corporate,0.08,0
ORD-0390,2023-03-21,Home & Garden,Table,4,105.37,383.55,North,Consumer,0.09,0
ORD-0391,2023-06-11,Books,Python Guide,9,479.21,3019.02,West,Home Office,0.3,0
ORD-0392,2023-08-05,Books,Novel,7,114.94,643.66,West,Home Office,0.2,1
ORD-0393,2023-01-07,Clothing,Dress,2,350.63,589.06,South,Corporate,0.16,0
ORD-0394,2023-06-25,Home & Garden,Table,9,135.11,1106.55,East,Consumer,0.09,0
ORD-0395,2023-10-22,Home & Garden,Lamp,7,143.42,943.7,South,Consumer,0.06,0
ORD-0396,2023-01-05,Sports,Dumbbell,3,401.02,890.26,South,Corporate,0.26,0
ORD-0397,2023-10-18,Books,History,6,393.74,2102.57,North,Corporate,0.11,1
ORD-0398,2023-10-14,Home & Garden,Rug,2,227.68,400.72,Central,Corporate,0.12,0
ORD-0399,2023-05-26,Books,Data Science,10,290.07,2233.54,East,Corporate,0.23,0
ORD-0400,2023-03-27,Electronics,Headphones,10,146.83,1145.27,East,Corporate,0.22,0
ORD-0401,2023-12-30,Electronics,Laptop,3,175.09,467.49,East,Home Office,0.11,0
ORD-0402,2023-01-12,Home & Garden,Plant,9,482.94,3737.96,South,Home Office,0.14,0
ORD-0403,2023-08-31,Electronics,Phone,3,201.54,586.48,Central,Consumer,0.03,1
ORD-0404,2023-07-19,Electronics,Laptop,5,310.96,1508.16,East,Consumer,0.03,0
ORD-0405,2023-06-16,Clothing,Shoes,3,19.14,44.21,West,Corporate,0.23,0
ORD-0406,2023-11-22,Sports,Dumbbell,9,92.63,658.6,Central,Corporate,0.21,0
ORD-0407,2023-07-31,Home & Garden,Rug,9,117.43,,East,Consumer,0.03,0
ORD-0408,2023-09-02,Clothing,Jeans,5,237.25,1186.25,East,Consumer,0.0,0
ORD-0409,2023-05-08,Electronics,Monitor,6,98.34,407.13,South,Home Office,0.31,0
ORD-0410,2023-11-10,Home & Garden,Chair,7,314.53,1805.4,East,Corporate,0.18,0
ORD-0411,2023-08-20,Clothing,T-Shirt,,72.63,209.17,East,Home Office,0.04,0
ORD-0412,2023-08-13,Electronics,Monitor,1,97.04,,North,Consumer,0.04,1
ORD-0413,2023-06-19,Sports,Tennis Racket,8,498.99,3353.21,North,Consumer,0.16,1
ORD-0414,2023-01-07,Sports,Dumbbell,4,448.37,1632.07,North,Home Office,0.09,0
ORD-0415,2023-04-17,Electronics,Phone,8,368.98,2863.28,West,Corporate,0.03,0
ORD-0416,2023-07-04,Electronics,Monitor,9,65.46,488.99,North,Home Office,0.17,0
ORD-0417,2023-05-05,Home & Garden,Chair,3,398.22,955.73,North,Consumer,0.2,0
ORD-0418,2023-06-23,Clothing,Jeans,2,128.12,212.68,North,Consumer,0.17,0
ORD-0419,2023-06-27,Electronics,Phone,8,120.17,634.5,West,Home Office,0.34,0
ORD-0420,2023-12-23,Clothing,Jeans,1,245.22,208.44,West,Consumer,0.15,0
ORD-0421,2023-03-21,Sports,Tennis Racket,10,457.66,3707.05,West,Corporate,0.19,0
ORD-0422,2023-11-14,Books,Cookbook,3,442.05,1034.4,South,Corporate,0.22,0
ORD-0423,2023-05-25,Sports,Dumbbell,9,343.2,2254.82,East,Corporate,0.27,0
ORD-0424,2023-04-09,Electronics,Laptop,3,93.43,277.49,North,Consumer,0.01,0
ORD-0425,2023-02-06,Books,History,10,131.69,1145.7,North,Consumer,0.13,0
ORD-0426,2023-07-08,Sports,Yoga Mat,6,281.22,,North,Home Office,0.33,0
ORD-0427,2023-09-30,Home & Garden,Chair,4,480.49,1864.3,West,Consumer,0.03,0
ORD-0428,2023-07-03,Clothing,Shoes,9,210.52,1818.89,West,Home Office,0.04,0
ORD-0429,2023-11-04,Clothing,Shoes,7,254.82,1373.48,West,Corporate,0.23,0
ORD-0430,2023-10-07,Home & Garden,Rug,7,413.95,2578.91,South,Corporate,0.11,0
ORD-0431,2023-01-09,Sports,Bike Helmet,7,5.1,35.34,Central,Consumer,0.01,0
ORD-0432,2023-05-22,Clothing,Jacket,6,15.74,67.05,Central,Home Office,0.29,0
ORD-0433,2023-05-08,Electronics,Headphones,6,82.27,449.19,South,Corporate,0.09,0
ORD-0434,2023-12-20,Clothing,T-Shirt,6,397.49,2241.84,Central,Consumer,0.06,0
ORD-0435,2023-08-11,Books,Cookbook,2,391.16,531.98,West,Consumer,0.32,0
ORD-0436,2023-10-17,Books,Python Guide,7,31.79,182.47,South,Corporate,0.18,0
ORD-0437,2023-07-21,Sports,Bike Helmet,10,289.75,2810.57,South,Consumer,0.03,0
ORD-0438,2023-03-08,Books,Cookbook,5,47.11,193.15,South,Corporate,0.18,0
ORD-0439,2023-05-17,Clothing,Shoes,10,498.55,4088.11,West,Corporate,0.18,0
ORD-0440,2023-01-13,Sports,Bike Helmet,6,177.41,947.37,East,Consumer,0.11,0
ORD-0441,2023-12-17,Sports,Shoes,3,223.03,454.98,East,Consumer,0.32,0
ORD-0442,2023-01-08,Electronics,Phone,10,463.73,3246.11,East,Home Office,0.3,0
ORD-0443,2023-10-08,Home & Garden,Table,9,109.88,801.03,West,Home Office,0.19,0
ORD-0444,2023-01-31,Electronics,Headphones,10,453.49,3718.62,East,Consumer,0.18,0
ORD-0445,2023-07-04,Electronics,Laptop,7,331.88,1788.83,North,Consumer,0.23,0
ORD-0446,2023-02-15,Sports,Shoes,2,452.42,751.02,South,Consumer,0.17,0
ORD-0447,2023-03-22,Electronics,Laptop,4,461.52,1643.01,North,Corporate,0.11,0
ORD-0448,2023-01-16,Books,Novel,1,314.77,217.19,Central,Corporate,0.31,0
ORD-0449,2023-12-18,Clothing,T-Shirt,7,262.76,1397.88,South,Corporate,0.24,0
ORD-0450,2023-10-05,Books,Novel,8,273.41,2034.17,South,Consumer,0.07,0
ORD-0451,2023-02-04,Clothing,Dress,3,329.83,791.59,Central,Home Office,0.2,0
ORD-0452,2023-08-15,Clothing,T-Shirt,6,440.67,2273.86,East,Consumer,0.14,0
ORD-0453,2023-04-29,Books,History,5,304.77,1203.84,North,Corporate,0.21,1
ORD-0454,2023-03-25,Books,Cookbook,,96.07,495.72,South,Consumer,0.14,1
ORD-0455,2023-02-03,Home & Garden,Rug,4,372.47,968.42,South,Corporate,0.35,0
ORD-0456,2023-07-14,Sports,Dumbbell,7,205.41,1423.49,East,Corporate,0.01,0
ORD-0457,2023-05-06,Books,Python Guide,9,59.11,446.87,Central,Home Office,0.16,0
ORD-0458,2023-05-27,Books,Python Guide,4,149.13,513.01,West,Consumer,0.14,0
ORD-0459,2023-02-27,Books,Data Science,8,415.8,2794.18,South,Home Office,0.16,0
ORD-0460,2023-04-14,Sports,Tennis Racket,8,17.33,116.46,West,Consumer,0.16,0
ORD-0461,2023-09-26,Clothing,T-Shirt,2,61.51,103.34,West,Home Office,0.16,0
ORD-0462,2023-12-04,Sports,Shoes,7,26.73,175.88,South,Consumer,0.06,0
ORD-0463,2023-04-03,Sports,Tennis Racket,5,366.43,,North,Consumer,0.34,0
ORD-0464,2023-05-02,Electronics,Headphones,8,428.43,39363.94,South,Home Office,0.19,0
ORD-0465,2023-10-13,Books,History,1,126.13,102.17,South,Consumer,0.19,0
ORD-0466,2023-01-26,Clothing,T-Shirt,10,419.82,3778.38,North,Corporate,0.1,0
ORD-0467,2023-01-19,Books,History,9,92.82,701.72,North,Corporate,0.16,0
ORD-0468,2023-05-21,Sports,Shoes,2,149.95,284.9,East,Home Office,0.05,0
ORD-0469,2023-09-05,Electronics,Laptop,10,366.22,2856.52,Central,Home Office,0.22,0
ORD-0470,2023-09-24,Books,History,10,180.16,1711.52,West,Corporate,0.05,0
ORD-0471,2023-04-17,Home & Garden,Table,1,63.51,53.35,Central,Corporate,0.16,0
ORD-0472,2023-06-03,Clothing,T-Shirt,4,346.56,,Central,Home Office,0.09,0
ORD-0473,2023-06-19,Home & Garden,Rug,,309.92,3068.21,East,Home Office,0.01,0
ORD-0474,2023-06-21,Clothing,Dress,3,315.46,653.0,West,Corporate,0.31,0
ORD-0475,2023-07-01,Books,Novel,9,270.26,,North,Consumer,0.07,0
ORD-0476,2023-06-07,Books,Data Science,10,304.82,2834.83,East,Home Office,0.07,1
ORD-0477,2023-03-31,Clothing,Jeans,8,415.58,2958.93,North,Corporate,0.11,0
ORD-0478,2023-06-24,Sports,Shoes,1,400.52,272.35,West,Home Office,0.32,0
ORD-0479,2023-09-25,Electronics,Monitor,3,106.57,,North,Consumer,0.01,0
ORD-0480,2023-06-09,Electronics,Tablet,8,445.15,3418.75,North,Home Office,0.04,0
ORD-0481,2023-03-02,Clothing,Jacket,5,141.94,631.63,East,Consumer,0.11,0
ORD-0482,2023-03-14,Books,History,2,107.26,188.78,East,Home Office,0.12,0
ORD-0483,2023-01-26,Home & Garden,Plant,8,30.11,238.47,North,Corporate,0.01,1
ORD-0484,2023-12-10,Books,History,8,310.08,2207.77,Central,Consumer,0.11,0
ORD-0485,2023-08-27,Clothing,T-Shirt,8,53.15,378.43,West,Consumer,0.11,0
ORD-0486,2023-06-16,Home & Garden,Lamp,7,95.76,455.82,West,Corporate,0.32,1
ORD-0487,2023-02-22,Sports,Dumbbell,5,385.13,1521.26,West,Home Office,0.21,0
ORD-0488,2023-10-08,Home & Garden,Plant,8,203.4,1399.39,South,Corporate,0.14,0
ORD-0489,2023-03-30,Books,Cookbook,7,285.77,1760.34,North,Home Office,0.12,0
ORD-0490,2023-06-07,Books,History,8,166.06,1288.63,West,Consumer,0.03,0
ORD-0491,2023-03-13,Sports,Tennis Racket,8,324.27,2542.28,Central,Home Office,0.02,0
ORD-0492,2023-12-15,Sports,Shoes,5,198.04,792.16,East,Corporate,0.2,0
ORD-0493,2023-03-07,Sports,Tennis Racket,2,293.45,463.65,East,Consumer,0.21,0
ORD-0494,2023-12-26,Books,Novel,2,431.32,603.85,Central,Corporate,0.3,0
ORD-0495,2023-07-16,Sports,Shoes,4,332.93,1105.33,East,Corporate,0.17,0
ORD-0496,2023-12-03,Clothing,T-Shirt,2,325.95,619.3,West,Consumer,0.05,1
ORD-0497,2023-08-19,Sports,Shoes,,313.51,1843.44,West,Corporate,0.16,0
ORD-0498,2023-01-18,Sports,Dumbbell,9,138.28,846.27,North,Home Office,0.32,0
ORD-0499,2023-08-27,Electronics,Phone,9,491.87,2921.71,Central,Consumer,0.34,0
ORD-0500,2023-01-06,Electronics,Monitor,10,159.69,1564.96,West,Corporate,0.02,0
