ticket_id,created_date,priority,category,department,resolution_hours,sla_breached,assigned_team,satisfaction_score,reopen_count
TKT-0334,2023-05-01,High,Access,Sales,5.1,0,Team-A,2.1,0
TKT-0335,2023-01-22,Low,Network,Finance,48.1,0,Team-A,4.4,0
TKT-0336,2023-06-22,Low,Email,Sales,19.5,0,Team-C,3.5,0
TKT-0337,2023-12-07,Low,Access,Sales,58.9,0,Team-A,4.8,2
TKT-0338,2023-07-25,Low,Other,Finance,0.7,0,Team-A,4.6,0
TKT-0339,2023-07-08,Medium,Access,Operations,50.5,0,Team-D,4.4,0
TKT-0340,2023-11-21,Critical,Software,Engineering,7.6,1,Team-C,1.8,0
TKT-0341,2023-06-28,Medium,Access,Sales,53.4,0,Team-A,4.4,1
TKT-0342,2023-10-20,High,Other,Operations,10.7,0,Team-A,3.6,0
TKT-0343,2023-08-28,Medium,Hardware,Sales,48.6,0,Team-A,3.6,0
TKT-0344,2023-12-25,High,Network,Engineering,12.7,0,Team-D,,3
TKT-0345,2023-05-24,Low,Hardware,Marketing,23.8,0,Team-C,3.2,0
TKT-0346,2023-11-21,Medium,Other,Sales,48.1,0,Team-A,4.8,1
TKT-0347,2023-02-03,High,Other,HR,41.7,1,Team-D,3.3,2
TKT-0348,2023-08-12,Medium,Hardware,Finance,47.3,0,Team-C,4.4,0
TKT-0349,2023-03-01,High,Email,HR,53.5,1,Team-B,3.3,1
TKT-0350,2023-10-02,Medium,Hardware,Sales,0.6,0,Team-D,2.2,0
TKT-0351,2023-11-05,Medium,Email,Finance,57.5,0,Team-A,3.6,0
TKT-0352,2023-04-23,Medium,Access,Marketing,10.8,0,Team-D,4.8,0
TKT-0353,2023-01-18,Medium,Email,HR,61.2,0,Team-C,4.5,0
TKT-0354,2023-11-20,Medium,Hardware,Sales,61.1,0,Team-C,3.7,1
TKT-0355,2023-04-18,Low,Other,Finance,24.3,0,Team-A,4.5,2
TKT-0356,2023-12-04,Low,Hardware,Engineering,52.5,0,Team-D,2.9,0
TKT-0357,2023-09-28,Low,Other,HR,54.7,0,Team-C,3.2,0
TKT-0358,2023-10-25,Low,Network,Marketing,28.7,0,Team-C,2.4,0
TKT-0359,2023-03-16,High,Hardware,Finance,50.3,1,Team-B,,1
TKT-0360,2023-03-17,Medium,Access,Sales,41.7,0,Team-B,4.0,2
TKT-0361,2023-09-21,Low,Other,HR,13.3,0,Team-D,2.2,2
TKT-0362,2023-09-08,Medium,Software,Marketing,2.9,0,Team-B,2.7,0
TKT-0363,2023-08-26,Medium,Other,Sales,57.4,0,Team-C,4.0,0
TKT-0364,2023-09-18,Critical,Hardware,Engineering,1.4,0,Team-D,3.9,0
TKT-0365,2023-11-27,Low,Other,Sales,13.4,0,Team-C,3.5,0
TKT-0366,2023-04-05,High,Access,Marketing,65.5,1,Team-A,3.0,0
TKT-0367,2023-10-27,Low,Email,Marketing,38.4,0,Team-A,2.2,1
TKT-0368,2023-12-22,Medium,Hardware,Engineering,8.9,0,Team-D,4.6,1
TKT-0369,2023-10-15,High,Software,Engineering,15.2,0,Team-A,2.5,2
TKT-0370,2023-12-03,Medium,Network,Finance,39.4,0,Team-C,3.3,0
TKT-0371,2023-03-13,Low,Email,Sales,21.5,0,Team-C,3.6,0
TKT-0372,2023-02-20,Medium,Other,Engineering,39.0,0,Team-B,2.6,0
TKT-0373,2023-10-10,Low,Hardware,Operations,15.9,0,Team-C,2.4,0
TKT-0374,2023-11-29,Medium,Hardware,Sales,39.8,0,Team-D,2.8,0
TKT-0375,2023-02-06,Medium,Other,Marketing,50.2,0,Team-C,3.6,3
TKT-0376,2023-09-19,High,Email,Finance,27.1,1,Team-D,2.6,1
TKT-0377,2023-05-07,Low,Network,HR,27.6,0,Team-A,4.9,0
TKT-0378,2023-06-20,Medium,Software,Finance,24.0,0,Team-B,2.3,0
TKT-0379,2023-03-05,Low,Hardware,Operations,16.4,0,Team-C,4.9,0
TKT-0380,2023-05-25,High,Email,HR,25.4,1,Team-A,2.4,1
TKT-0381,2023-12-14,Low,Email,Operations,28.4,0,Team-D,3.0,0
TKT-0382,2023-07-13,Critical,Email,Marketing,1.7,0,Team-C,2.4,0
TKT-0383,2023-11-08,Low,Access,Marketing,51.1,0,Team-D,2.7,0
TKT-0384,2023-08-08,Low,Email,Marketing,36.4,0,Team-B,2.8,0
TKT-0385,2023-02-16,Low,Other,Engineering,29.6,0,Team-A,2.9,1
TKT-0386,2023-10-11,High,Access,Engineering,4.6,0,Team-D,4.2,0
TKT-0387,2023-12-13,High,Email,Marketing,36.1,1,Team-A,2.7,0
TKT-0388,2023-12-26,Low,Email,Marketing,53.8,0,Team-C,4.1,0
TKT-0389,2023-09-28,Low,Other,Operations,59.4,0,Team-A,4.6,0
TKT-0390,2023-04-26,Medium,Hardware,Engineering,63.6,0,Team-C,3.6,1
TKT-0391,2023-07-11,Low,Network,HR,30.7,0,Team-B,3.1,1
TKT-0392,2023-05-16,Low,Hardware,Engineering,21.2,0,Team-D,3.4,0
TKT-0393,2023-01-19,Low,Access,Operations,46.5,0,Team-D,,0
TKT-0394,2023-06-29,Medium,Other,Finance,21.8,0,Team-D,2.3,0
TKT-0395,2023-03-20,Medium,Access,Engineering,6.6,0,Team-D,3.5,0
TKT-0396,2023-07-06,Medium,Access,Finance,34.2,0,Team-C,3.1,0
TKT-0397,2023-08-11,Low,Network,HR,12.1,0,Team-B,3.1,0
TKT-0398,2023-01-17,High,Hardware,Marketing,30.6,1,Team-B,1.8,2
TKT-0399,2023-09-11,Low,Other,Marketing,9.0,0,Team-B,3.5,0
TKT-0400,2023-07-19,Low,Hardware,Engineering,36.4,0,Team-A,4.8,1
TKT-0401,2023-01-27,Medium,Other,HR,1.5,0,Team-D,4.1,2
TKT-0402,2023-08-08,Medium,Hardware,Operations,21.2,0,Team-B,3.5,1
TKT-0403,2023-12-25,Medium,Hardware,Marketing,8.7,0,Team-D,2.8,0
TKT-0404,2023-04-03,Low,Hardware,Operations,50.6,0,Team-B,3.5,0
TKT-0405,2023-11-12,Critical,Hardware,Engineering,7.5,1,Team-A,2.1,0
TKT-0406,2023-08-07,Medium,Access,Engineering,70.6,0,Team-D,2.7,0
TKT-0407,2023-08-03,Medium,Hardware,HR,20.6,0,Team-A,,0
TKT-0408,2023-05-24,Medium,Email,Engineering,23.5,0,Team-D,2.9,0
TKT-0409,2023-01-07,Medium,Other,Operations,22.3,0,Team-B,2.3,0
TKT-0410,2023-07-10,Medium,Hardware,Marketing,56.2,0,Team-C,3.6,0
TKT-0411,2023-03-03,Low,Network,Operations,9.8,0,Team-B,4.2,0
TKT-0412,2023-06-04,High,Other,Sales,67.8,1,Team-B,2.5,0
TKT-0413,2023-10-14,High,Software,HR,30.4,1,Team-D,2.8,0
TKT-0414,2023-09-15,Medium,Network,Finance,35.0,0,Team-C,3.6,0
TKT-0415,2023-07-23,Critical,Access,Marketing,6.5,1,Team-A,2.7,0
TKT-0416,2023-05-20,Medium,Hardware,Finance,56.2,0,Team-A,3.2,0
TKT-0417,2023-08-22,Medium,Email,Marketing,63.4,0,Team-C,4.4,0
TKT-0418,2023-01-24,Medium,Email,Finance,40.0,0,Team-C,2.5,0
TKT-0419,2023-01-27,Low,Other,Finance,66.8,0,Team-B,,0
TKT-0420,2023-02-12,Medium,Other,Operations,43.8,0,Team-C,3.1,1
TKT-0421,2023-01-06,Medium,Software,Finance,23.7,0,Team-C,2.2,0
TKT-0422,2023-10-26,Medium,Network,Marketing,70.5,0,Team-D,4.3,2
TKT-0423,2023-08-15,Medium,Hardware,HR,43.7,0,Team-C,2.6,0
TKT-0424,2023-08-11,Low,Software,Finance,28.8,0,Team-D,3.3,0
TKT-0425,2023-09-09,High,Other,Finance,62.2,1,Team-C,1.5,0
TKT-0426,2023-02-05,High,Hardware,Engineering,28.7,1,Team-D,2.5,0
TKT-0427,2023-01-07,Low,Email,Engineering,7.7,0,Team-D,3.6,0
TKT-0428,2023-02-12,Critical,Software,Finance,7.5,1,Team-A,,1
TKT-0429,2023-12-29,Low,Network,Finance,39.3,0,Team-B,4.5,0
TKT-0430,2023-03-21,Medium,Hardware,Engineering,12.2,0,Team-C,3.0,0
TKT-0431,2023-09-19,Low,Access,Finance,7.9,0,Team-A,,2
TKT-0432,2023-04-26,Medium,Other,Sales,11.0,0,Team-A,4.0,0
TKT-0433,2023-02-09,High,Email,HR,68.9,1,Team-A,1.7,0
TKT-0434,2023-08-08,High,Email,HR,3.6,0,Team-B,2.5,0
TKT-0435,2023-06-28,Medium,Network,HR,22.1,0,Team-D,4.5,0
TKT-0436,2023-01-02,Low,Hardware,Marketing,51.4,0,Team-B,2.2,0
TKT-0437,2023-02-04,Medium,Network,Operations,56.7,0,Team-D,3.4,2
TKT-0438,2023-07-17,High,Software,HR,71.6,1,Team-D,1.5,0
TKT-0439,2023-12-01,Medium,Hardware,Sales,57.2,0,Team-D,3.0,0
TKT-0440,2023-02-12,Medium,Email,Marketing,38.8,0,Team-D,2.7,0
TKT-0441,2023-07-05,Low,Network,Finance,16.2,0,Team-A,2.3,0
TKT-0442,2023-07-04,High,Hardware,HR,8.4,0,Team-D,4.7,0
TKT-0443,2023-04-25,Low,Network,Marketing,65.8,0,Team-B,2.7,0
TKT-0444,2023-08-06,High,Software,Engineering,52.9,1,Team-A,2.7,0
TKT-0445,2023-07-07,Low,Hardware,Engineering,62.7,0,Team-B,2.1,0
TKT-0446,2023-03-13,Low,Other,Operations,11.2,0,Team-C,2.5,0
TKT-0447,2023-02-26,Medium,Hardware,Engineering,46.6,0,Team-A,2.0,0
TKT-0448,2023-08-21,High,Email,Marketing,28.8,1,Team-C,2.1,2
TKT-0449,2023-02-17,Medium,Email,Sales,30.8,0,Team-B,2.5,1
TKT-0450,2023-10-14,High,Email,Engineering,28.5,1,Team-D,3.1,0
TKT-0451,2023-07-10,Medium,Other,Sales,27.7,0,Team-B,2.2,0
TKT-0452,2023-05-03,Medium,Software,Finance,56.2,0,Team-A,3.0,0
TKT-0453,2023-11-23,Low,Network,Finance,22.6,0,Team-C,3.7,0
TKT-0454,2023-02-17,Critical,Software,Engineering,4.1,1,Team-C,1.1,1
TKT-0455,2023-07-02,Medium,Hardware,Marketing,23.0,0,Team-A,3.2,0
TKT-0456,2023-01-13,Medium,Email,Sales,36.4,0,Team-D,4.3,0
TKT-0457,2023-11-17,Medium,Network,Marketing,11.3,0,Team-B,3.4,1
TKT-0458,2023-09-14,Medium,Email,Marketing,55.5,0,Team-C,2.5,0
TKT-0459,2023-01-21,Medium,Other,Marketing,45.1,0,Team-D,4.8,0
TKT-0460,2023-09-12,Medium,Network,Engineering,69.0,0,Team-B,3.7,1
TKT-0461,2023-09-13,Low,Network,Sales,57.5,0,Team-C,4.7,0
TKT-0462,2023-02-06,High,Hardware,Marketing,41.7,1,Team-D,1.9,0
TKT-0463,2023-03-13,Medium,Network,Operations,63.2,0,Team-D,4.0,0
TKT-0464,2023-03-08,Medium,Access,HR,61.8,0,Team-C,4.8,0
TKT-0465,2023-12-16,Medium,Network,Operations,19.3,0,Team-A,4.6,1
TKT-0466,2023-05-29,Low,Access,Finance,1.1,0,Team-D,4.6,1
TKT-0467,2023-08-28,Low,Other,Operations,48.3,0,Team-D,3.0,0
TKT-0468,2023-08-10,High,Hardware,Sales,69.1,1,Team-C,2.0,0
TKT-0469,2023-02-28,Medium,Software,Sales,15.7,0,Team-A,4.2,0
TKT-0470,2023-11-04,High,Access,Engineering,15.8,0,Team-C,3.7,1
TKT-0471,2023-12-17,High,Access,HR,15.6,0,Team-C,2.1,0
TKT-0472,2023-12-31,High,Access,Sales,29.5,1,Team-B,1.7,0
TKT-0473,2023-06-25,Low,Software,Finance,7.1,0,Team-B,4.7,0
TKT-0474,2023-12-23,Medium,Access,HR,49.8,0,Team-D,2.5,1
TKT-0475,2023-10-24,Low,Email,Finance,14.7,0,Team-C,4.2,0
TKT-0476,2023-01-08,Medium,Hardware,Sales,59.5,0,Team-B,4.2,0
TKT-0477,2023-01-02,Low,Access,Finance,48.7,0,Team-D,2.8,0
TKT-0478,2023-03-27,Critical,Email,Sales,1.9,0,Team-B,4.1,0
TKT-0479,2023-07-06,Low,Network,HR,41.7,0,Team-C,2.0,0
TKT-0480,2023-07-30,Medium,Software,HR,46.9,0,Team-D,3.4,0
TKT-0481,2023-04-01,High,Email,Operations,13.1,0,Team-B,3.3,0
TKT-0482,2023-05-26,Low,Other,Operations,49.7,0,Team-A,3.3,3
TKT-0483,2023-07-30,High,Network,Sales,46.9,1,Team-A,2.5,0
TKT-0484,2023-04-19,Low,Hardware,Sales,48.2,0,Team-D,4.6,0
TKT-0485,2023-08-26,Low,Access,Marketing,25.6,0,Team-D,4.4,0
TKT-0486,2023-05-16,High,Software,Sales,20.8,0,Team-B,4.6,0
TKT-0487,2023-09-23,Critical,Other,Operations,6.4,1,Team-C,3.1,0
TKT-0488,2023-04-09,Low,Email,Marketing,17.8,0,Team-D,4.9,1
TKT-0489,2023-03-30,Medium,Access,HR,9.7,0,Team-B,3.9,0
TKT-0490,2023-07-20,Low,Other,HR,36.6,0,Team-B,3.9,2
TKT-0491,2023-10-31,High,Hardware,Engineering,31.8,1,Team-A,,0
TKT-0492,2023-07-03,Medium,Hardware,Finance,70.8,0,Team-B,3.9,0
TKT-0493,2023-05-14,High,Other,Engineering,56.3,1,Team-C,3.0,0
TKT-0494,2023-11-02,Critical,Network,Engineering,7.0,1,Team-B,1.3,0
TKT-0495,2023-04-17,High,Access,Engineering,35.8,1,Team-D,1.9,1
TKT-0496,2023-08-03,Medium,Access,HR,45.2,0,Team-D,2.6,1
TKT-0497,2023-01-17,Critical,Network,HR,4.8,1,Team-C,2.5,0
TKT-0498,2023-03-04,Medium,Hardware,Operations,11.8,0,Team-A,4.2,0
TKT-0499,2023-04-22,Low,Network,HR,16.0,0,Team-B,3.1,0
TKT-0500,2023-02-17,Low,Software,Marketing,19.6,0,Team-C,3.4,0
